,VID,Type,Number,Republicans,Democrats,Others
47750,15174,Yea,90,36,54,0
47751,15174,Nay,7,5,2,0
47752,15174,Not Voting,3,3,0,0
47753,15175,Yea,61,35,26,0
47754,15175,Nay,32,5,27,0
47755,15175,Not Voting,7,4,3,0
47756,15176,Yea,18,7,11,0
47757,15176,Nay,79,34,45,0
47758,15176,Not Voting,3,3,0,0
47759,15177,Yea,67,35,32,0
47760,15177,Nay,28,4,24,0
47761,15177,Not Voting,5,5,0,0
47762,15178,Yea,31,6,25,0
47763,15178,Nay,62,31,31,0
47764,15178,Not Voting,7,7,0,0
47765,15179,Yea,74,32,42,0
47766,15179,Nay,15,2,13,0
47767,15179,Not Voting,11,10,1,0
47768,15180,Yea,100,44,56,0
47769,15180,Nay,0,0,0,0
47770,15181,Yea,57,19,38,0
47771,15181,Nay,43,25,18,0
47772,15182,Yea,90,42,48,0
47773,15182,Nay,10,2,8,0
47774,15183,Yea,40,4,36,0
47775,15183,Nay,60,40,20,0
47776,15184,Yea,63,40,23,0
47777,15184,Nay,37,4,33,0
47778,15185,Yea,66,18,48,0
47779,15185,Nay,33,25,8,0
47780,15185,Not Voting,1,1,0,0
47781,15186,Yea,63,33,30,0
47782,15186,Nay,34,10,24,0
47783,15186,Not Voting,3,1,2,0
47784,15187,Yea,92,41,51,0
47785,15187,Nay,7,2,5,0
47786,15187,Not Voting,1,1,0,0
47787,15188,Yea,59,38,21,0
47788,15188,Nay,40,5,35,0
47789,15188,Not Voting,1,1,0,0
47790,15189,Yea,81,42,39,0
47791,15189,Nay,17,1,16,0
47792,15189,Not Voting,2,1,1,0
47793,15190,Yea,15,11,4,0
47794,15190,Nay,83,32,51,0
47795,15190,Not Voting,2,1,1,0
47796,15191,Yea,57,14,43,0
47797,15191,Nay,39,28,11,0
47798,15191,Not Voting,4,2,2,0
47799,15192,Yea,65,15,50,0
47800,15192,Nay,30,26,4,0
47801,15192,Not Voting,5,3,2,0
47802,15193,Yea,12,4,8,0
47803,15193,Nay,83,36,47,0
47804,15193,Present,1,1,0,0
47805,15193,Not Voting,4,3,1,0
47806,15194,Yea,59,36,23,0
47807,15194,Nay,40,8,32,0
47808,15194,Not Voting,1,0,1,0
47809,15195,Yea,58,34,24,0
47810,15195,Nay,41,10,31,0
47811,15195,Not Voting,1,0,1,0
47812,15196,Yea,55,30,25,0
47813,15196,Nay,39,11,28,0
47814,15196,Not Voting,6,3,3,0
47815,15197,Yea,53,32,21,0
47816,15197,Nay,47,12,35,0
47817,15198,Yea,23,6,17,0
47818,15198,Nay,77,38,39,0
47819,15199,Yea,45,1,44,0
47820,15199,Nay,55,43,12,0
47821,15200,Yea,31,13,18,0
47822,15200,Nay,68,31,37,0
47823,15200,Not Voting,1,0,1,0
47824,15201,Yea,48,37,11,0
47825,15201,Nay,51,6,45,0
47826,15201,Not Voting,1,1,0,0
47827,15202,Yea,73,19,54,0
47828,15202,Nay,27,25,2,0
47829,15203,Yea,91,38,53,0
47830,15203,Nay,9,6,3,0
47831,15204,Yea,92,43,49,0
47832,15204,Nay,4,0,4,0
47833,15204,Not Voting,4,1,3,0
47834,15205,Yea,97,44,53,0
47835,15205,Nay,1,0,1,0
47836,15205,Not Voting,2,0,2,0
47837,15206,Yea,55,12,43,0
47838,15206,Nay,44,32,12,0
47839,15206,Not Voting,1,0,1,0
47840,15207,Yea,64,22,42,0
47841,15207,Nay,35,22,13,0
47842,15207,Not Voting,1,0,1,0
47843,15208,Yea,99,44,55,0
47844,15208,Nay,0,0,0,0
47845,15208,Not Voting,1,0,1,0
47846,15209,Yea,88,36,52,0
47847,15209,Nay,10,7,3,0
47848,15209,Not Voting,2,1,1,0
47849,15210,Yea,41,26,15,0
47850,15210,Nay,56,15,41,0
47851,15210,Present,1,1,0,0
47852,15210,Not Voting,2,2,0,0
47853,15211,Yea,60,7,53,0
47854,15211,Nay,39,37,2,0
47855,15211,Not Voting,1,0,1,0
47856,15212,Yea,40,6,34,0
47857,15212,Nay,59,38,21,0
47858,15212,Not Voting,1,0,1,0
47859,15213,Yea,95,40,55,0
47860,15213,Nay,3,3,0,0
47861,15213,Not Voting,2,1,1,0
47862,15214,Yea,25,21,4,0
47863,15214,Nay,72,21,51,0
47864,15214,Not Voting,3,2,1,0
47865,15215,Yea,97,44,53,0
47866,15215,Nay,0,0,0,0
47867,15215,Not Voting,3,0,3,0
47868,15216,Yea,94,43,51,0
47869,15216,Nay,4,1,3,0
47870,15216,Not Voting,2,0,2,0
47871,15217,Yea,82,30,52,0
47872,15217,Nay,17,14,3,0
47873,15217,Not Voting,1,0,1,0
47874,15218,Yea,57,31,26,0
47875,15218,Nay,42,13,29,0
47876,15218,Not Voting,1,0,1,0
47877,15219,Yea,88,36,52,0
47878,15219,Nay,11,8,3,0
47879,15219,Not Voting,1,0,1,0
47880,15220,Yea,53,37,16,0
47881,15220,Nay,45,6,39,0
47882,15220,Not Voting,2,1,1,0
47883,15221,Yea,41,25,16,0
47884,15221,Nay,58,19,39,0
47885,15221,Not Voting,1,0,1,0
47886,15222,Yea,81,32,49,0
47887,15222,Nay,18,12,6,0
47888,15222,Not Voting,1,0,1,0
47889,15223,Yea,89,38,51,0
47890,15223,Nay,10,6,4,0
47891,15223,Not Voting,1,0,1,0
47892,15224,Yea,52,7,45,0
47893,15224,Nay,39,34,5,0
47894,15224,Not Voting,9,3,6,0
47895,15225,Yea,35,19,16,0
47896,15225,Nay,63,24,39,0
47897,15225,Not Voting,2,1,1,0
47898,15226,Yea,50,11,39,0
47899,15226,Nay,49,32,17,0
47900,15226,Not Voting,1,1,0,0
47901,15227,Yea,69,18,51,0
47902,15227,Nay,30,25,5,0
47903,15227,Not Voting,1,1,0,0
47904,15228,Yea,90,36,54,0
47905,15228,Nay,9,7,2,0
47906,15228,Not Voting,1,1,0,0
47907,15229,Yea,59,3,56,0
47908,15229,Nay,39,39,0,0
47909,15229,Not Voting,2,2,0,0
47910,15230,Yea,65,10,55,0
47911,15230,Nay,34,34,0,0
47912,15230,Not Voting,1,0,1,0
47913,15231,Yea,63,39,24,0
47914,15231,Nay,34,4,30,0
47915,15231,Not Voting,3,1,2,0
47916,15232,Yea,52,13,39,0
47917,15232,Nay,47,31,16,0
47918,15232,Not Voting,1,0,1,0
47919,15233,Yea,54,37,17,0
47920,15233,Nay,42,4,38,0
47921,15233,Not Voting,4,3,1,0
47922,15234,Yea,64,39,25,0
47923,15234,Nay,35,5,30,0
47924,15234,Not Voting,1,0,1,0
47925,15235,Yea,61,16,45,0
47926,15235,Nay,38,28,10,0
47927,15235,Not Voting,1,0,1,0
47928,15236,Yea,76,24,52,0
47929,15236,Nay,23,20,3,0
47930,15236,Not Voting,1,0,1,0
47931,15237,Yea,80,30,50,0
47932,15237,Nay,15,12,3,0
47933,15237,Not Voting,5,2,3,0
47934,15238,Yea,94,40,54,0
47935,15238,Nay,5,4,1,0
47936,15238,Not Voting,1,0,1,0
47937,15239,Yea,33,32,1,0
47938,15239,Nay,65,11,54,0
47939,15239,Not Voting,2,1,1,0
47940,15240,Yea,96,41,55,0
47941,15240,Nay,2,2,0,0
47942,15240,Not Voting,2,1,1,0
47943,15241,Yea,80,38,42,0
47944,15241,Nay,20,6,14,0
47945,15242,Yea,99,43,56,0
47946,15242,Nay,1,1,0,0
47947,15243,Yea,19,19,0,0
47948,15243,Nay,81,25,56,0
47949,15244,Yea,98,43,55,0
47950,15244,Nay,2,1,1,0
47951,15245,Yea,90,37,53,0
47952,15245,Nay,10,7,3,0
47953,15246,Yea,67,14,53,0
47954,15246,Nay,30,27,3,0
47955,15246,Not Voting,3,3,0,0
47956,15247,Yea,67,39,28,0
47957,15247,Nay,30,2,28,0
47958,15247,Not Voting,3,3,0,0
47959,15248,Yea,53,2,51,0
47960,15248,Nay,41,36,5,0
47961,15248,Not Voting,6,6,0,0
47962,15249,Yea,50,40,10,0
47963,15249,Nay,44,1,43,0
47964,15249,Present,2,2,0,0
47965,15249,Not Voting,4,1,3,0
47966,15250,Yea,59,8,51,0
47967,15250,Nay,38,35,3,0
47968,15250,Not Voting,3,1,2,0
47969,15251,Yea,51,3,48,0
47970,15251,Nay,45,40,5,0
47971,15251,Not Voting,4,1,3,0
47972,15252,Yea,41,23,18,0
47973,15252,Nay,58,21,37,0
47974,15252,Not Voting,1,0,1,0
47975,15253,Yea,97,43,54,0
47976,15253,Nay,3,1,2,0
47977,15254,Yea,65,12,53,0
47978,15254,Nay,34,32,2,0
47979,15254,Not Voting,1,0,1,0
47980,15255,Yea,89,35,54,0
47981,15255,Nay,11,9,2,0
47982,15256,Yea,61,8,53,0
47983,15256,Nay,39,36,3,0
47984,15257,Yea,36,10,26,0
47985,15257,Nay,61,32,29,0
47986,15257,Not Voting,3,2,1,0
47987,15258,Yea,52,39,13,0
47988,15258,Nay,43,1,42,0
47989,15258,Not Voting,5,4,1,0
47990,15259,Yea,58,40,18,0
47991,15259,Nay,39,2,37,0
47992,15259,Not Voting,3,2,1,0
47993,15260,Yea,46,37,9,0
47994,15260,Nay,51,5,46,0
47995,15260,Not Voting,3,2,1,0
47996,15261,Yea,40,38,2,0
47997,15261,Nay,56,3,53,0
47998,15261,Not Voting,4,3,1,0
47999,15262,Yea,54,3,51,0
48000,15262,Nay,44,39,5,0
48001,15262,Not Voting,2,2,0,0
48002,15263,Yea,82,41,41,0
48003,15263,Nay,14,1,13,0
48004,15263,Not Voting,4,2,2,0
48005,15264,Yea,76,24,52,0
48006,15264,Nay,20,18,2,0
48007,15264,Not Voting,4,2,2,0
48008,15265,Yea,90,39,51,0
48009,15265,Nay,0,0,0,0
48010,15265,Not Voting,10,5,5,0
48011,15266,Yea,93,40,53,0
48012,15266,Nay,0,0,0,0
48013,15266,Not Voting,7,4,3,0
48014,15267,Yea,97,43,54,0
48015,15267,Nay,1,1,0,0
48016,15267,Not Voting,2,0,2,0
48017,15268,Yea,99,44,55,0
48018,15268,Nay,0,0,0,0
48019,15268,Not Voting,1,0,1,0
48020,15269,Yea,23,22,1,0
48021,15269,Nay,77,22,55,0
48022,15270,Yea,94,39,55,0
48023,15270,Nay,6,5,1,0
48024,15271,Yea,58,2,56,0
48025,15271,Nay,42,42,0,0
48026,15272,Yea,100,44,56,0
48027,15272,Nay,0,0,0,0
48028,15273,Yea,95,41,54,0
48029,15273,Nay,4,3,1,0
48030,15273,Not Voting,1,0,1,0
48031,15274,Yea,94,41,53,0
48032,15274,Nay,4,1,3,0
48033,15274,Not Voting,2,2,0,0
48034,15275,Yea,75,39,36,0
48035,15275,Nay,19,2,17,0
48036,15275,Not Voting,6,3,3,0
48037,15276,Yea,64,35,29,0
48038,15276,Nay,29,4,25,0
48039,15276,Not Voting,7,5,2,0
48040,15277,Yea,85,35,50,0
48041,15277,Nay,2,1,1,0
48042,15277,Not Voting,13,8,5,0
48043,15278,Yea,64,30,34,0
48044,15278,Nay,23,6,17,0
48045,15278,Not Voting,13,8,5,0
48046,15279,Yea,91,40,51,0
48047,15279,Nay,1,1,0,0
48048,15279,Not Voting,8,3,5,0
48049,15280,Yea,52,33,19,0
48050,15280,Nay,41,8,33,0
48051,15280,Not Voting,7,3,4,0
48052,15281,Yea,91,36,55,0
48053,15281,Nay,9,8,1,0
48054,15282,Yea,60,38,22,0
48055,15282,Nay,38,5,33,0
48056,15282,Not Voting,2,1,1,0
48057,15283,Yea,65,33,32,0
48058,15283,Nay,34,11,23,0
48059,15283,Not Voting,1,0,1,0
48060,15284,Yea,58,34,24,0
48061,15284,Nay,42,10,32,0
48062,15285,Yea,100,44,56,0
48063,15285,Nay,0,0,0,0
48064,15286,Yea,93,41,52,0
48065,15286,Nay,6,3,3,0
48066,15286,Not Voting,1,0,1,0
48067,15287,Yea,49,39,10,0
48068,15287,Nay,51,5,46,0
48069,15288,Yea,49,40,9,0
48070,15288,Nay,51,4,47,0
48071,15289,Yea,52,3,49,0
48072,15289,Nay,48,41,7,0
48073,15290,Yea,88,36,52,0
48074,15290,Nay,9,7,2,0
48075,15290,Not Voting,3,1,2,0
48076,15291,Yea,56,9,47,0
48077,15291,Nay,40,34,6,0
48078,15291,Not Voting,4,1,3,0
48079,15292,Yea,36,31,5,0
48080,15292,Nay,63,13,50,0
48081,15292,Not Voting,1,0,1,0
48082,15293,Yea,35,31,4,0
48083,15293,Nay,64,13,51,0
48084,15293,Not Voting,1,0,1,0
48085,15294,Yea,38,32,6,0
48086,15294,Nay,61,12,49,0
48087,15294,Not Voting,1,0,1,0
48088,15295,Yea,69,18,51,0
48089,15295,Nay,30,26,4,0
48090,15295,Not Voting,1,0,1,0
48091,15296,Yea,65,14,51,0
48092,15296,Nay,34,30,4,0
48093,15296,Not Voting,1,0,1,0
48094,15297,Yea,56,10,46,0
48095,15297,Nay,43,34,9,0
48096,15297,Not Voting,1,0,1,0
48097,15298,Yea,31,1,30,0
48098,15298,Nay,68,43,25,0
48099,15298,Not Voting,1,0,1,0
48100,15299,Yea,74,39,35,0
48101,15299,Nay,25,5,20,0
48102,15299,Not Voting,1,0,1,0
48103,15300,Yea,26,20,6,0
48104,15300,Nay,73,24,49,0
48105,15300,Not Voting,1,0,1,0
48106,15301,Yea,25,5,20,0
48107,15301,Nay,74,39,35,0
48108,15301,Not Voting,1,0,1,0
48109,15302,Yea,77,26,51,0
48110,15302,Nay,22,18,4,0
48111,15302,Not Voting,1,0,1,0
48112,15303,Yea,67,14,53,0
48113,15303,Nay,31,30,1,0
48114,15303,Not Voting,2,0,2,0
48115,15304,Yea,68,17,51,0
48116,15304,Nay,29,26,3,0
48117,15304,Not Voting,3,1,2,0
48118,15305,Yea,76,25,51,0
48119,15305,Nay,21,19,2,0
48120,15305,Not Voting,3,0,3,0
48121,15306,Yea,95,42,53,0
48122,15306,Nay,4,2,2,0
48123,15306,Not Voting,1,0,1,0
48124,15307,Yea,54,8,46,0
48125,15307,Nay,45,36,9,0
48126,15307,Not Voting,1,0,1,0
48127,15308,Yea,43,6,37,0
48128,15308,Nay,56,38,18,0
48129,15308,Not Voting,1,0,1,0
48130,15309,Yea,57,9,48,0
48131,15309,Nay,42,35,7,0
48132,15309,Not Voting,1,0,1,0
48133,15310,Yea,72,17,55,0
48134,15310,Nay,26,26,0,0
48135,15310,Not Voting,2,1,1,0
48136,15311,Yea,73,30,43,0
48137,15311,Nay,26,14,12,0
48138,15311,Not Voting,1,0,1,0
48139,15312,Yea,57,9,48,0
48140,15312,Nay,41,34,7,0
48141,15312,Not Voting,2,1,1,0
48142,15313,Yea,36,36,0,0
48143,15313,Nay,63,8,55,0
48144,15313,Not Voting,1,0,1,0
48145,15314,Yea,79,26,53,0
48146,15314,Nay,20,18,2,0
48147,15314,Not Voting,1,0,1,0
48148,15315,Yea,54,20,34,0
48149,15315,Nay,45,24,21,0
48150,15315,Not Voting,1,0,1,0
48151,15316,Yea,63,16,47,0
48152,15316,Nay,36,28,8,0
48153,15316,Not Voting,1,0,1,0
48154,15317,Yea,61,34,27,0
48155,15317,Nay,38,10,28,0
48156,15317,Not Voting,1,0,1,0
48157,15318,Yea,100,44,56,0
48158,15318,Nay,0,0,0,0
48159,15319,Yea,99,44,55,0
48160,15319,Nay,0,0,0,0
48161,15319,Not Voting,1,0,1,0
48162,15320,Yea,55,5,50,0
48163,15320,Nay,45,39,6,0
48164,15321,Yea,93,44,49,0
48165,15321,Nay,6,0,6,0
48166,15321,Not Voting,1,0,1,0
48167,15322,Yea,62,20,42,0
48168,15322,Nay,38,24,14,0
48169,15323,Yea,42,29,13,0
48170,15323,Nay,58,15,43,0
48171,15324,Yea,41,21,20,0
48172,15324,Nay,59,23,36,0
48173,15325,Yea,87,34,53,0
48174,15325,Nay,9,8,1,0
48175,15325,Not Voting,4,2,2,0
48176,15326,Yea,94,40,54,0
48177,15326,Nay,3,2,1,0
48178,15326,Not Voting,3,2,1,0
48179,15327,Yea,91,41,50,0
48180,15327,Nay,3,0,3,0
48181,15327,Not Voting,6,3,3,0
48182,15328,Yea,60,11,49,0
48183,15328,Nay,33,29,4,0
48184,15328,Not Voting,7,4,3,0
48185,15329,Yea,93,40,53,0
48186,15329,Nay,0,0,0,0
48187,15329,Not Voting,7,4,3,0
48188,15330,Yea,96,42,54,0
48189,15330,Nay,1,1,0,0
48190,15330,Not Voting,3,1,2,0
48191,15331,Yea,85,29,56,0
48192,15331,Nay,15,15,0,0
48193,15332,Yea,51,0,51,0
48194,15332,Nay,49,44,5,0
48195,15333,Yea,61,6,55,0
48196,15333,Nay,39,38,1,0
48197,15334,Yea,66,14,52,0
48198,15334,Nay,34,30,4,0
48199,15335,Yea,92,38,54,0
48200,15335,Nay,8,6,2,0
48201,15336,Yea,97,41,56,0
48202,15336,Nay,0,0,0,0
48203,15336,Not Voting,3,3,0,0
48204,15337,Yea,42,36,6,0
48205,15337,Nay,52,4,48,0
48206,15337,Not Voting,6,4,2,0
48207,15338,Yea,97,41,56,0
48208,15338,Nay,0,0,0,0
48209,15338,Not Voting,3,3,0,0
48210,15339,Yea,75,35,40,0
48211,15339,Nay,22,6,16,0
48212,15339,Not Voting,3,3,0,0
48213,15340,Yea,97,41,56,0
48214,15340,Nay,0,0,0,0
48215,15340,Not Voting,3,3,0,0
48216,15341,Yea,78,32,46,0
48217,15341,Nay,8,1,7,0
48218,15341,Not Voting,14,11,3,0
48219,15342,Yea,41,36,5,0
48220,15342,Nay,52,5,47,0
48221,15342,Not Voting,7,3,4,0
48222,15343,Yea,93,41,52,0
48223,15343,Nay,0,0,0,0
48224,15343,Not Voting,7,3,4,0
48225,15344,Yea,32,30,2,0
48226,15344,Nay,61,11,50,0
48227,15344,Not Voting,7,3,4,0
48228,15345,Yea,34,27,7,0
48229,15345,Nay,59,14,45,0
48230,15345,Not Voting,7,3,4,0
48231,15346,Yea,91,39,52,0
48232,15346,Nay,2,2,0,0
48233,15346,Not Voting,7,3,4,0
48234,15347,Yea,93,41,52,0
48235,15347,Nay,0,0,0,0
48236,15347,Not Voting,7,3,4,0
48237,15348,Yea,50,1,49,0
48238,15348,Nay,43,40,3,0
48239,15348,Not Voting,7,3,4,0
48240,15349,Yea,62,11,51,0
48241,15349,Nay,31,30,1,0
48242,15349,Not Voting,7,3,4,0
48243,15350,Yea,79,32,47,0
48244,15350,Nay,16,10,6,0
48245,15350,Not Voting,5,2,3,0
48246,15351,Yea,71,17,54,0
48247,15351,Nay,25,25,0,0
48248,15351,Not Voting,4,2,2,0
48249,15352,Yea,65,23,42,0
48250,15352,Nay,31,19,12,0
48251,15352,Not Voting,4,2,2,0
48252,15353,Yea,95,42,53,0
48253,15353,Nay,0,0,0,0
48254,15353,Not Voting,5,2,3,0
48255,15354,Yea,44,39,5,0
48256,15354,Nay,51,1,50,0
48257,15354,Not Voting,5,4,1,0
48258,15355,Yea,37,36,1,0
48259,15355,Nay,58,4,54,0
48260,15355,Not Voting,5,4,1,0
48261,15356,Yea,20,3,17,0
48262,15356,Nay,75,37,38,0
48263,15356,Not Voting,5,4,1,0
48264,15357,Yea,19,4,15,0
48265,15357,Nay,76,36,40,0
48266,15357,Not Voting,5,4,1,0
48267,15358,Yea,41,34,7,0
48268,15358,Nay,54,6,48,0
48269,15358,Not Voting,5,4,1,0
48270,15359,Yea,23,19,4,0
48271,15359,Nay,72,21,51,0
48272,15359,Not Voting,5,4,1,0
48273,15360,Yea,43,38,5,0
48274,15360,Nay,52,2,50,0
48275,15360,Not Voting,5,4,1,0
48276,15361,Yea,55,0,55,0
48277,15361,Nay,39,39,0,0
48278,15361,Not Voting,6,5,1,0
48279,15362,Yea,85,32,53,0
48280,15362,Nay,10,8,2,0
48281,15362,Not Voting,5,4,1,0
48282,15363,Yea,66,12,54,0
48283,15363,Nay,31,31,0,0
48284,15363,Not Voting,3,1,2,0
48285,15364,Yea,22,5,17,0
48286,15364,Nay,78,39,39,0
48287,15365,Yea,63,41,22,0
48288,15365,Nay,37,3,34,0
48289,15366,Yea,58,5,53,0
48290,15366,Nay,38,38,0,0
48291,15366,Not Voting,4,1,3,0
48292,15367,Yea,35,1,34,0
48293,15367,Nay,65,43,22,0
48294,15368,Yea,57,2,55,0
48295,15368,Nay,41,41,0,0
48296,15368,Not Voting,2,1,1,0
48297,15369,Yea,56,2,54,0
48298,15369,Nay,42,42,0,0
48299,15369,Not Voting,2,0,2,0
48300,15370,Yea,31,0,31,0
48301,15370,Nay,67,44,23,0
48302,15370,Not Voting,2,0,2,0
48303,15371,Yea,94,41,53,0
48304,15371,Nay,0,0,0,0
48305,15371,Not Voting,6,3,3,0
48306,15372,Yea,49,2,47,0
48307,15372,Nay,43,39,4,0
48308,15372,Not Voting,8,3,5,0
48309,15373,Yea,90,41,49,0
48310,15373,Nay,2,1,1,0
48311,15373,Not Voting,8,2,6,0
48312,15374,Yea,82,34,48,0
48313,15374,Nay,0,0,0,0
48314,15374,Not Voting,18,10,8,0
48315,15375,Yea,56,1,55,0
48316,15375,Nay,42,42,0,0
48317,15375,Not Voting,2,1,1,0
48318,15376,Yea,44,41,3,0
48319,15376,Nay,55,3,52,0
48320,15376,Not Voting,1,0,1,0
48321,15377,Yea,59,6,53,0
48322,15377,Nay,40,38,2,0
48323,15377,Not Voting,1,0,1,0
48324,15378,Yea,91,43,48,0
48325,15378,Nay,8,1,7,0
48326,15378,Not Voting,1,0,1,0
48327,15379,Yea,98,42,56,0
48328,15379,Nay,0,0,0,0
48329,15379,Not Voting,2,2,0,0
48330,15380,Yea,90,37,53,0
48331,15380,Nay,9,7,2,0
48332,15380,Not Voting,1,0,1,0
48333,15381,Yea,40,2,38,0
48334,15381,Nay,59,42,17,0
48335,15381,Not Voting,1,0,1,0
48336,15382,Yea,97,44,53,0
48337,15382,Nay,1,0,1,0
48338,15382,Not Voting,2,0,2,0
48339,15383,Yea,42,42,0,0
48340,15383,Nay,58,2,56,0
48341,15384,Yea,33,7,26,0
48342,15384,Nay,65,37,28,0
48343,15384,Not Voting,2,0,2,0
48344,15385,Yea,93,40,53,0
48345,15385,Nay,5,4,1,0
48346,15385,Not Voting,2,0,2,0
48347,15386,Yea,34,34,0,0
48348,15386,Nay,64,10,54,0
48349,15386,Not Voting,2,0,2,0
48350,15387,Yea,60,11,49,0
48351,15387,Nay,31,31,0,0
48352,15387,Not Voting,9,2,7,0
48353,15388,Yea,62,13,49,0
48354,15388,Nay,29,29,0,0
48355,15388,Not Voting,9,2,7,0
48356,15389,Yea,35,26,9,0
48357,15389,Nay,63,18,45,0
48358,15389,Not Voting,2,0,2,0
48359,15390,Yea,57,40,17,0
48360,15390,Nay,42,4,38,0
48361,15390,Not Voting,1,0,1,0
48362,15391,Yea,48,37,11,0
48363,15391,Nay,50,6,44,0
48364,15391,Not Voting,2,1,1,0
48365,15392,Yea,58,3,55,0
48366,15392,Nay,41,41,0,0
48367,15392,Not Voting,1,0,1,0
48368,15393,Yea,63,8,55,0
48369,15393,Nay,36,36,0,0
48370,15393,Not Voting,1,0,1,0
48371,15394,Yea,99,43,56,0
48372,15394,Nay,1,1,0,0
48373,15395,Yea,32,30,2,0
48374,15395,Nay,67,14,53,0
48375,15395,Not Voting,1,0,1,0
48376,15396,Yea,28,23,5,0
48377,15396,Nay,70,19,51,0
48378,15396,Not Voting,2,2,0,0
48379,15397,Yea,37,33,4,0
48380,15397,Nay,61,10,51,0
48381,15397,Not Voting,2,1,1,0
48382,15398,Yea,45,1,44,0
48383,15398,Nay,53,42,11,0
48384,15398,Not Voting,2,1,1,0
48385,15399,Yea,57,2,55,0
48386,15399,Nay,40,40,0,0
48387,15399,Not Voting,3,2,1,0
48388,15400,Yea,83,28,55,0
48389,15400,Nay,12,12,0,0
48390,15400,Not Voting,5,4,1,0
48391,15401,Yea,75,22,53,0
48392,15401,Nay,9,9,0,0
48393,15401,Not Voting,16,13,3,0
48394,15402,Yea,62,9,53,0
48395,15402,Nay,23,22,1,0
48396,15402,Not Voting,15,13,2,0
48397,15403,Yea,63,10,53,0
48398,15403,Nay,22,21,1,0
48399,15403,Not Voting,15,13,2,0
48400,15404,Yea,35,34,1,0
48401,15404,Nay,62,8,54,0
48402,15404,Not Voting,3,2,1,0
48403,15405,Yea,34,34,0,0
48404,15405,Nay,64,9,55,0
48405,15405,Not Voting,2,1,1,0
48406,15406,Yea,69,16,53,0
48407,15406,Nay,29,28,1,0
48408,15406,Not Voting,2,0,2,0
48409,15407,Yea,78,37,41,0
48410,15407,Nay,20,6,14,0
48411,15407,Not Voting,2,1,1,0
48412,15408,Yea,98,44,54,0
48413,15408,Nay,1,0,1,0
48414,15408,Not Voting,1,0,1,0
48415,15409,Yea,61,8,53,0
48416,15409,Nay,37,36,1,0
48417,15409,Not Voting,2,0,2,0
48418,15410,Yea,54,31,23,0
48419,15410,Nay,43,13,30,0
48420,15410,Not Voting,3,0,3,0
48421,15411,Yea,44,22,22,0
48422,15411,Nay,53,22,31,0
48423,15411,Not Voting,3,0,3,0
48424,15412,Yea,60,30,30,0
48425,15412,Nay,34,13,21,0
48426,15412,Not Voting,6,1,5,0
48427,15413,Yea,94,42,52,0
48428,15413,Nay,0,0,0,0
48429,15413,Not Voting,6,2,4,0
48430,15414,Yea,94,43,51,0
48431,15414,Nay,2,0,2,0
48432,15414,Not Voting,4,1,3,0
48433,15415,Yea,88,43,45,0
48434,15415,Nay,9,0,9,0
48435,15415,Not Voting,3,1,2,0
48436,15416,Yea,77,40,37,0
48437,15416,Nay,21,4,17,0
48438,15416,Not Voting,2,0,2,0
48439,15417,Yea,87,34,53,0
48440,15417,Nay,10,10,0,0
48441,15417,Not Voting,3,0,3,0
48442,15418,Yea,39,25,14,0
48443,15418,Nay,59,18,41,0
48444,15418,Not Voting,2,1,1,0
48445,15419,Yea,90,38,52,0
48446,15419,Nay,3,1,2,0
48447,15419,Not Voting,7,5,2,0
48448,15420,Yea,34,28,6,0
48449,15420,Nay,59,11,48,0
48450,15420,Not Voting,7,5,2,0
48451,15421,Yea,66,41,25,0
48452,15421,Nay,29,0,29,0
48453,15421,Not Voting,5,3,2,0
48454,15422,Yea,37,27,10,0
48455,15422,Nay,58,14,44,0
48456,15422,Not Voting,5,3,2,0
48457,15423,Yea,58,38,20,0
48458,15423,Nay,41,6,35,0
48459,15423,Not Voting,1,0,1,0
48460,15424,Yea,95,41,54,0
48461,15424,Nay,4,3,1,0
48462,15424,Not Voting,1,0,1,0
48463,15425,Yea,85,34,51,0
48464,15425,Nay,14,10,4,0
48465,15425,Not Voting,1,0,1,0
48466,15426,Yea,98,43,55,0
48467,15426,Nay,1,1,0,0
48468,15426,Not Voting,1,0,1,0
48469,15427,Yea,50,0,50,0
48470,15427,Nay,49,44,5,0
48471,15427,Not Voting,1,0,1,0
48472,15428,Yea,50,37,13,0
48473,15428,Nay,49,7,42,0
48474,15428,Not Voting,1,0,1,0
48475,15429,Yea,69,17,52,0
48476,15429,Nay,30,27,3,0
48477,15429,Not Voting,1,0,1,0
48478,15430,Yea,53,2,51,0
48479,15430,Nay,46,42,4,0
48480,15430,Not Voting,1,0,1,0
48481,15431,Yea,75,39,36,0
48482,15431,Nay,23,5,18,0
48483,15431,Not Voting,2,0,2,0
48484,15432,Yea,56,7,49,0
48485,15432,Nay,43,37,6,0
48486,15432,Not Voting,1,0,1,0
48487,15433,Yea,39,36,3,0
48488,15433,Nay,60,8,52,0
48489,15433,Not Voting,1,0,1,0
48490,15434,Yea,90,41,49,0
48491,15434,Nay,8,3,5,0
48492,15434,Not Voting,2,0,2,0
48493,15435,Yea,52,6,46,0
48494,15435,Nay,46,38,8,0
48495,15435,Not Voting,2,0,2,0
48496,15436,Yea,45,38,7,0
48497,15436,Nay,53,6,47,0
48498,15436,Not Voting,2,0,2,0
48499,15437,Yea,65,17,48,0
48500,15437,Nay,34,27,7,0
48501,15437,Not Voting,1,0,1,0
