,VID,Type,Number,Republicans,Democrats,Others
23481,6855,Yea,56,29,27,0
23482,6855,Nay,35,10,24,1
23483,6855,Not Voting,10,3,6,1
23484,6856,Yea,73,33,39,1
23485,6856,Nay,10,3,6,1
23486,6856,Not Voting,18,6,12,0
23487,6857,Yea,8,5,2,1
23488,6857,Nay,76,30,45,1
23489,6857,Not Voting,17,7,10,0
23490,6858,Yea,17,12,5,0
23491,6858,Nay,71,26,44,1
23492,6858,Not Voting,13,4,8,1
23493,6859,Yea,26,13,13,0
23494,6859,Nay,62,25,36,1
23495,6859,Not Voting,13,4,8,1
23496,6860,Yea,66,17,49,0
23497,6860,Nay,28,23,3,2
23498,6860,Not Voting,7,2,5,0
23499,6861,Yea,30,22,7,1
23500,6861,Nay,65,18,46,1
23501,6861,Not Voting,6,2,4,0
23502,6862,Yea,19,17,1,1
23503,6862,Nay,76,23,52,1
23504,6862,Not Voting,6,2,4,0
23505,6863,Yea,37,26,9,2
23506,6863,Nay,58,14,44,0
23507,6863,Not Voting,6,2,4,0
23508,6864,Yea,67,21,45,1
23509,6864,Nay,31,19,11,1
23510,6864,Not Voting,3,2,1,0
23511,6865,Yea,18,10,8,0
23512,6865,Nay,80,30,48,2
23513,6865,Not Voting,3,2,1,0
23514,6866,Yea,69,24,44,1
23515,6866,Nay,28,16,11,1
23516,6866,Not Voting,4,2,2,0
23517,6867,Yea,71,25,45,1
23518,6867,Nay,26,15,10,1
23519,6867,Not Voting,4,2,2,0
23520,6868,Yea,58,12,45,1
23521,6868,Nay,40,28,11,1
23522,6868,Not Voting,3,2,1,0
23523,6869,Yea,29,24,4,1
23524,6869,Nay,64,16,48,0
23525,6869,Not Voting,8,2,5,1
23526,6870,Yea,48,18,29,1
23527,6870,Nay,43,18,24,1
23528,6870,Not Voting,10,6,4,0
23529,6871,Yea,36,21,13,2
23530,6871,Nay,56,17,39,0
23531,6871,Not Voting,9,4,5,0
23532,6872,Yea,29,22,7,0
23533,6872,Nay,65,15,48,2
23534,6872,Not Voting,7,5,2,0
23535,6873,Yea,69,18,51,0
23536,6873,Nay,22,15,5,2
23537,6873,Not Voting,10,9,1,0
23538,6874,Yea,76,29,46,1
23539,6874,Nay,11,6,4,1
23540,6874,Not Voting,14,7,7,0
23541,6875,Yea,41,9,31,1
23542,6875,Nay,47,28,18,1
23543,6875,Not Voting,13,5,8,0
23544,6876,Yea,87,36,49,2
23545,6876,Not Voting,14,6,8,0
23546,6877,Yea,40,22,16,2
23547,6877,Nay,47,13,34,0
23548,6877,Not Voting,14,7,7,0
23549,6878,Yea,49,13,36,0
23550,6878,Nay,40,21,17,2
23551,6878,Not Voting,12,8,4,0
23552,6879,Yea,49,14,35,0
23553,6879,Nay,43,23,18,2
23554,6879,Not Voting,9,5,4,0
23555,6880,Yea,10,1,9,0
23556,6880,Nay,81,36,43,2
23557,6880,Not Voting,10,5,5,0
23558,6881,Yea,68,31,35,2
23559,6881,Nay,21,4,17,0
23560,6881,Not Voting,12,7,5,0
23561,6882,Yea,58,26,30,2
23562,6882,Nay,31,9,22,0
23563,6882,Not Voting,12,7,5,0
23564,6883,Yea,35,8,27,0
23565,6883,Nay,53,27,24,2
23566,6883,Not Voting,13,7,6,0
23567,6884,Yea,54,27,25,2
23568,6884,Nay,33,8,25,0
23569,6884,Not Voting,14,7,7,0
23570,6885,Yea,80,35,43,2
23571,6885,Not Voting,21,7,14,0
23572,6886,Yea,29,17,10,2
23573,6886,Nay,57,16,41,0
23574,6886,Not Voting,15,9,6,0
23575,6887,Yea,55,18,37,0
23576,6887,Nay,26,14,10,2
23577,6887,Not Voting,20,10,10,0
23578,6888,Yea,35,19,14,2
23579,6888,Nay,52,16,36,0
23580,6888,Not Voting,14,7,7,0
23581,6889,Yea,28,23,3,2
23582,6889,Nay,60,12,48,0
23583,6889,Not Voting,13,7,6,0
23584,6890,Yea,31,6,25,0
23585,6890,Nay,55,29,24,2
23586,6890,Not Voting,15,7,8,0
23587,6891,Yea,24,6,18,0
23588,6891,Nay,56,25,29,2
23589,6891,Not Voting,21,11,10,0
23590,6892,Yea,23,17,4,2
23591,6892,Nay,57,13,44,0
23592,6892,Not Voting,21,12,9,0
23593,6893,Yea,48,14,32,2
23594,6893,Nay,29,14,15,0
23595,6893,Not Voting,24,14,10,0
23596,6894,Yea,80,29,49,2
23597,6894,Not Voting,21,13,8,0
23598,6895,Yea,43,25,17,1
23599,6895,Nay,36,4,31,1
23600,6895,Not Voting,22,13,9,0
23601,6896,Yea,80,29,49,2
23602,6896,Not Voting,21,13,8,0
23603,6897,Yea,89,37,50,2
23604,6897,Not Voting,12,5,7,0
23605,6898,Yea,74,27,45,2
23606,6898,Nay,19,11,8,0
23607,6898,Not Voting,8,4,4,0
23608,6899,Yea,33,22,9,2
23609,6899,Nay,61,16,45,0
23610,6899,Not Voting,7,4,3,0
23611,6900,Yea,71,23,48,0
23612,6900,Nay,19,13,4,2
23613,6900,Not Voting,11,6,5,0
23614,6901,Yea,39,22,15,2
23615,6901,Nay,51,13,38,0
23616,6901,Not Voting,11,7,4,0
23617,6902,Yea,46,8,38,0
23618,6902,Nay,42,27,13,2
23619,6902,Not Voting,13,7,6,0
23620,6903,Yea,35,23,10,2
23621,6903,Nay,53,13,40,0
23622,6903,Not Voting,13,6,7,0
23623,6904,Yea,23,19,4,0
23624,6904,Nay,66,16,48,2
23625,6904,Not Voting,12,7,5,0
23626,6905,Yea,89,35,52,2
23627,6905,Not Voting,12,7,5,0
23628,6906,Yea,36,22,12,2
23629,6906,Nay,51,12,39,0
23630,6906,Not Voting,14,8,6,0
23631,6907,Yea,63,25,36,2
23632,6907,Not Voting,38,17,21,0
23633,6908,Yea,20,15,3,2
23634,6908,Nay,43,10,33,0
23635,6908,Not Voting,38,17,21,0
23636,6909,Yea,10,5,5,0
23637,6909,Nay,68,28,38,2
23638,6909,Not Voting,23,9,14,0
23639,6910,Yea,43,23,19,1
23640,6910,Nay,38,10,27,1
23641,6910,Not Voting,20,9,11,0
23642,6911,Yea,29,19,8,2
23643,6911,Nay,52,13,39,0
23644,6911,Not Voting,20,10,10,0
23645,6912,Yea,17,8,8,1
23646,6912,Nay,66,26,39,1
23647,6912,Not Voting,18,8,10,0
23648,6913,Yea,28,15,11,2
23649,6913,Nay,62,22,40,0
23650,6913,Not Voting,11,5,6,0
23651,6914,Yea,55,17,38,0
23652,6914,Nay,32,19,11,2
23653,6914,Not Voting,14,6,8,0
23654,6915,Yea,19,9,10,0
23655,6915,Nay,73,28,43,2
23656,6915,Not Voting,9,5,4,0
23657,6916,Yea,48,27,20,1
23658,6916,Nay,42,10,31,1
23659,6916,Not Voting,11,5,6,0
23660,6917,Yea,34,15,17,2
23661,6917,Nay,55,20,35,0
23662,6917,Not Voting,12,7,5,0
23663,6918,Yea,44,12,32,0
23664,6918,Nay,49,26,21,2
23665,6918,Not Voting,8,4,4,0
23666,6919,Yea,56,24,31,1
23667,6919,Nay,37,14,22,1
23668,6919,Not Voting,8,4,4,0
23669,6920,Yea,24,10,13,1
23670,6920,Nay,67,27,39,1
23671,6920,Not Voting,10,5,5,0
23672,6921,Yea,61,23,37,1
23673,6921,Nay,31,14,16,1
23674,6921,Not Voting,9,5,4,0
23675,6922,Yea,36,27,8,1
23676,6922,Nay,53,10,43,0
23677,6922,Not Voting,12,5,6,1
23678,6923,Yea,60,18,42,0
23679,6923,Nay,36,22,12,2
23680,6923,Not Voting,5,2,3,0
23681,6924,Yea,33,22,10,1
23682,6924,Nay,57,14,42,1
23683,6924,Not Voting,11,6,5,0
23684,6925,Yea,38,16,21,1
23685,6925,Nay,53,21,31,1
23686,6925,Not Voting,10,5,5,0
23687,6926,Yea,77,22,53,2
23688,6926,Nay,16,16,0,0
23689,6926,Not Voting,8,4,4,0
23690,6927,Yea,34,23,9,2
23691,6927,Nay,58,16,42,0
23692,6927,Not Voting,9,3,6,0
23693,6928,Yea,37,24,11,2
23694,6928,Nay,54,14,40,0
23695,6928,Not Voting,10,4,6,0
23696,6929,Yea,44,9,34,1
23697,6929,Nay,35,23,11,1
23698,6929,Not Voting,22,10,12,0
23699,6930,Yea,55,15,40,0
23700,6930,Nay,21,17,3,1
23701,6930,Not Voting,25,10,14,1
23702,6931,Yea,30,18,11,1
23703,6931,Nay,48,14,34,0
23704,6931,Not Voting,23,10,12,1
23705,6932,Yea,79,32,45,2
23706,6932,Not Voting,22,10,12,0
23707,6933,Yea,46,19,26,1
23708,6933,Nay,43,19,23,1
23709,6933,Not Voting,12,4,8,0
23710,6934,Yea,64,20,44,0
23711,6934,Nay,30,19,9,2
23712,6934,Not Voting,7,3,4,0
23713,6935,Yea,46,11,35,0
23714,6935,Nay,45,26,17,2
23715,6935,Not Voting,10,5,5,0
23716,6936,Yea,43,9,34,0
23717,6936,Nay,46,28,16,2
23718,6936,Not Voting,12,5,7,0
23719,6937,Yea,66,29,36,1
23720,6937,Nay,23,7,15,1
23721,6937,Not Voting,12,6,6,0
23722,6938,Yea,31,22,7,2
23723,6938,Nay,55,14,41,0
23724,6938,Not Voting,15,6,9,0
23725,6939,Yea,49,15,32,2
23726,6939,Nay,40,21,19,0
23727,6939,Not Voting,12,6,6,0
23728,6940,Yea,91,37,52,2
23729,6940,Not Voting,10,5,5,0
23730,6941,Yea,37,15,20,2
23731,6941,Nay,54,22,32,0
23732,6941,Not Voting,10,5,5,0
23733,6942,Yea,65,23,40,2
23734,6942,Nay,24,12,12,0
23735,6942,Not Voting,12,7,5,0
23736,6943,Yea,34,10,23,1
23737,6943,Nay,54,26,27,1
23738,6943,Not Voting,13,6,7,0
23739,6944,Yea,37,16,20,1
23740,6944,Nay,51,20,30,1
23741,6944,Not Voting,13,6,7,0
23742,6945,Yea,31,21,8,2
23743,6945,Nay,57,15,42,0
23744,6945,Not Voting,13,6,7,0
23745,6946,Yea,64,16,47,1
23746,6946,Nay,21,18,2,1
23747,6946,Not Voting,16,8,8,0
23748,6947,Yea,71,25,45,1
23749,6947,Nay,16,12,3,1
23750,6947,Not Voting,14,5,9,0
23751,6948,Yea,69,28,40,1
23752,6948,Nay,20,10,9,1
23753,6948,Not Voting,12,4,8,0
23754,6949,Yea,40,29,9,2
23755,6949,Nay,48,8,40,0
23756,6949,Not Voting,13,5,8,0
23757,6950,Yea,49,10,38,1
23758,6950,Nay,40,28,11,1
23759,6950,Not Voting,12,4,8,0
23760,6951,Yea,67,20,46,1
23761,6951,Nay,19,16,2,1
23762,6951,Present,1,1,0,0
23763,6951,Not Voting,14,5,9,0
23764,6952,Yea,35,23,10,2
23765,6952,Nay,53,15,38,0
23766,6952,Not Voting,13,4,9,0
23767,6953,Yea,53,16,37,0
23768,6953,Nay,32,22,9,1
23769,6953,Not Voting,16,4,11,1
23770,6954,Yea,36,15,19,2
23771,6954,Nay,47,19,28,0
23772,6954,Not Voting,18,8,10,0
23773,6955,Yea,23,9,14,0
23774,6955,Nay,62,26,34,2
23775,6955,Not Voting,16,7,9,0
23776,6956,Yea,55,21,34,0
23777,6956,Nay,31,15,14,2
23778,6956,Not Voting,15,6,9,0
23779,6957,Yea,51,25,24,2
23780,6957,Nay,36,9,27,0
23781,6957,Not Voting,14,8,6,0
23782,6958,Yea,53,26,25,2
23783,6958,Nay,35,9,26,0
23784,6958,Not Voting,13,7,6,0
23785,6959,Yea,53,14,38,1
23786,6959,Nay,34,20,13,1
23787,6959,Present,1,1,0,0
23788,6959,Not Voting,13,7,6,0
23789,6960,Yea,43,13,29,1
23790,6960,Nay,43,21,21,1
23791,6960,Present,1,1,0,0
23792,6960,Not Voting,14,7,7,0
23793,6961,Yea,40,20,19,1
23794,6961,Nay,46,14,31,1
23795,6961,Present,1,1,0,0
23796,6961,Not Voting,14,7,7,0
23797,6962,Yea,72,27,43,2
23798,6962,Nay,11,4,7,0
23799,6962,Present,1,1,0,0
23800,6962,Not Voting,17,10,7,0
23801,6963,Yea,74,21,51,2
23802,6963,Nay,11,11,0,0
23803,6963,Present,1,1,0,0
23804,6963,Not Voting,15,9,6,0
23805,6964,Yea,31,17,12,2
23806,6964,Nay,53,15,38,0
23807,6964,Present,1,1,0,0
23808,6964,Not Voting,16,9,7,0
23809,6965,Yea,24,8,14,2
23810,6965,Nay,64,27,37,0
23811,6965,Present,1,1,0,0
23812,6965,Not Voting,12,6,6,0
23813,6966,Yea,88,36,50,2
23814,6966,Nay,1,1,0,0
23815,6966,Present,1,1,0,0
23816,6966,Not Voting,11,4,7,0
23817,6967,Yea,32,6,26,0
23818,6967,Nay,61,30,29,2
23819,6967,Present,1,1,0,0
23820,6967,Not Voting,7,5,2,0
23821,6968,Yea,66,17,49,0
23822,6968,Nay,27,19,6,2
23823,6968,Present,1,1,0,0
23824,6968,Not Voting,7,5,2,0
23825,6969,Yea,32,18,12,2
23826,6969,Nay,61,20,41,0
23827,6969,Present,1,1,0,0
23828,6969,Not Voting,7,3,4,0
23829,6970,Yea,40,22,16,2
23830,6970,Nay,54,15,39,0
23831,6970,Present,1,1,0,0
23832,6970,Not Voting,6,4,2,0
23833,6971,Yea,53,19,34,0
23834,6971,Nay,42,19,21,2
23835,6971,Present,1,1,0,0
23836,6971,Not Voting,5,3,2,0
23837,6972,Yea,49,35,13,1
23838,6972,Nay,43,4,38,1
23839,6972,Not Voting,9,3,6,0
23840,6973,Yea,42,36,5,1
23841,6973,Nay,50,3,46,1
23842,6973,Not Voting,9,3,6,0
23843,6974,Yea,50,3,46,1
23844,6974,Nay,41,35,5,1
23845,6974,Not Voting,10,4,6,0
23846,6975,Yea,56,33,21,2
23847,6975,Nay,32,4,28,0
23848,6975,Not Voting,13,5,8,0
23849,6976,Yea,44,30,12,2
23850,6976,Nay,45,7,38,0
23851,6976,Not Voting,12,5,7,0
23852,6977,Yea,44,7,37,0
23853,6977,Nay,41,28,11,2
23854,6977,Not Voting,16,7,9,0
23855,6978,Yea,43,7,36,0
23856,6978,Nay,42,28,12,2
23857,6978,Not Voting,16,7,9,0
23858,6979,Yea,76,32,43,1
23859,6979,Nay,9,4,4,1
23860,6979,Not Voting,16,6,10,0
23861,6980,Yea,36,18,16,2
23862,6980,Nay,50,18,32,0
23863,6980,Not Voting,15,6,9,0
23864,6981,Yea,37,19,16,2
23865,6981,Nay,49,15,34,0
23866,6981,Not Voting,15,8,7,0
23867,6982,Yea,60,18,42,0
23868,6982,Nay,23,15,7,1
23869,6982,Not Voting,18,9,8,1
23870,6983,Yea,54,14,40,0
23871,6983,Nay,26,19,6,1
23872,6983,Not Voting,21,9,11,1
23873,6984,Yea,29,27,2,0
23874,6984,Nay,51,7,43,1
23875,6984,Not Voting,21,8,12,1
23876,6985,Yea,69,23,45,1
23877,6985,Nay,10,10,0,0
23878,6985,Not Voting,22,9,12,1
23879,6986,Yea,39,25,12,2
23880,6986,Nay,41,9,32,0
23881,6986,Not Voting,21,8,13,0
23882,6987,Yea,43,11,32,0
23883,6987,Nay,38,24,12,2
23884,6987,Not Voting,20,7,13,0
23885,6988,Yea,43,19,22,2
23886,6988,Nay,33,17,16,0
23887,6988,Not Voting,25,6,19,0
23888,6989,Yea,85,40,44,1
23889,6989,Nay,1,0,0,1
23890,6989,Not Voting,15,2,13,0
23891,6990,Yea,50,12,38,0
23892,6990,Nay,37,28,7,2
23893,6990,Not Voting,14,2,12,0
23894,6991,Yea,47,14,33,0
23895,6991,Nay,40,26,12,2
23896,6991,Not Voting,14,2,12,0
23897,6992,Yea,63,20,43,0
23898,6992,Nay,25,20,3,2
23899,6992,Not Voting,13,2,11,0
23900,6993,Yea,71,26,45,0
23901,6993,Nay,11,9,2,0
23902,6993,Present,3,0,1,2
23903,6993,Not Voting,16,7,9,0
23904,6994,Yea,43,3,40,0
23905,6994,Nay,47,34,11,2
23906,6994,Not Voting,11,5,6,0
23907,6995,Yea,33,16,17,0
23908,6995,Nay,56,21,33,2
23909,6995,Not Voting,12,5,7,0
23910,6996,Yea,37,4,33,0
23911,6996,Nay,46,31,13,2
23912,6996,Not Voting,18,7,11,0
23913,6997,Yea,65,28,36,1
23914,6997,Nay,18,8,9,1
23915,6997,Not Voting,18,6,12,0
23916,6998,Yea,29,18,11,0
23917,6998,Nay,52,18,32,2
23918,6998,Not Voting,20,6,14,0
23919,6999,Yea,82,36,44,2
23920,6999,Not Voting,19,6,13,0
23921,7000,Yea,41,15,25,1
23922,7000,Nay,47,21,25,1
23923,7000,Not Voting,13,6,7,0
23924,7001,Yea,35,7,28,0
23925,7001,Nay,49,27,20,2
23926,7001,Not Voting,17,8,9,0
23927,7002,Yea,40,23,15,2
23928,7002,Nay,43,10,33,0
23929,7002,Not Voting,18,9,9,0
23930,7003,Yea,56,28,27,1
23931,7003,Nay,36,11,24,1
23932,7003,Not Voting,9,3,6,0
23933,7004,Yea,9,2,7,0
23934,7004,Nay,84,37,45,2
23935,7004,Not Voting,8,3,5,0
23936,7005,Yea,47,14,33,0
23937,7005,Nay,46,25,19,2
23938,7005,Not Voting,8,3,5,0
23939,7006,Yea,38,19,17,2
23940,7006,Nay,55,20,35,0
23941,7006,Not Voting,8,3,5,0
23942,7007,Yea,56,23,31,2
23943,7007,Nay,36,16,20,0
23944,7007,Not Voting,9,3,6,0
23945,7008,Yea,71,33,36,2
23946,7008,Nay,20,5,15,0
23947,7008,Not Voting,10,4,6,0
23948,7009,Yea,46,13,33,0
23949,7009,Nay,47,26,19,2
23950,7009,Not Voting,8,3,5,0
23951,7010,Yea,45,24,19,2
23952,7010,Nay,48,15,33,0
23953,7010,Not Voting,8,3,5,0
23954,7011,Yea,47,14,33,0
23955,7011,Nay,46,25,19,2
23956,7011,Not Voting,8,3,5,0
23957,7012,Yea,45,12,33,0
23958,7012,Nay,47,26,19,2
23959,7012,Not Voting,9,4,5,0
23960,7013,Yea,51,17,34,0
23961,7013,Nay,41,21,18,2
23962,7013,Not Voting,9,4,5,0
23963,7014,Yea,35,18,15,2
23964,7014,Nay,57,20,37,0
23965,7014,Not Voting,9,4,5,0
23966,7015,Yea,41,24,15,2
23967,7015,Nay,52,15,37,0
23968,7015,Not Voting,8,3,5,0
23969,7016,Yea,21,18,1,2
23970,7016,Nay,64,18,46,0
23971,7016,Not Voting,16,6,10,0
23972,7017,Yea,61,25,36,0
23973,7017,Nay,25,13,11,1
23974,7017,Not Voting,15,4,10,1
23975,7018,Yea,4,3,1,0
23976,7018,Nay,83,35,47,1
23977,7018,Not Voting,14,4,9,1
23978,7019,Yea,81,31,49,1
23979,7019,Nay,5,5,0,0
23980,7019,Not Voting,15,6,8,1
23981,7020,Yea,52,15,37,0
23982,7020,Nay,31,20,10,1
23983,7020,Not Voting,18,7,10,1
23984,7021,Yea,33,11,22,0
23985,7021,Nay,51,27,23,1
23986,7021,Not Voting,17,4,12,1
23987,7022,Yea,56,28,27,1
23988,7022,Nay,29,11,18,0
23989,7022,Not Voting,16,3,12,1
23990,7023,Yea,49,18,31,0
23991,7023,Nay,19,13,5,1
23992,7023,Not Voting,33,11,21,1
23993,7024,Yea,59,24,35,0
23994,7024,Nay,25,11,13,1
23995,7024,Not Voting,17,7,9,1
23996,7025,Yea,55,24,31,0
23997,7025,Nay,27,11,15,1
23998,7025,Not Voting,19,7,11,1
23999,7026,Yea,56,19,37,0
24000,7026,Nay,29,17,11,1
24001,7026,Not Voting,16,6,9,1
24002,7027,Yea,51,19,32,0
24003,7027,Nay,33,17,15,1
24004,7027,Not Voting,17,6,10,1
24005,7028,Yea,64,27,36,1
24006,7028,Nay,17,8,9,0
24007,7028,Not Voting,20,7,12,1
24008,7029,Yea,73,29,43,1
24009,7029,Nay,4,4,0,0
24010,7029,Not Voting,24,9,14,1
24011,7030,Yea,27,4,23,0
24012,7030,Nay,55,32,21,2
24013,7030,Not Voting,19,6,13,0
24014,7031,Yea,33,9,24,0
24015,7031,Nay,55,30,23,2
24016,7031,Not Voting,13,3,10,0
24017,7032,Yea,76,31,43,2
24018,7032,Nay,12,8,4,0
24019,7032,Not Voting,13,3,10,0
24020,7033,Yea,43,36,5,2
24021,7033,Nay,38,1,37,0
24022,7033,Not Voting,20,5,15,0
24023,7034,Yea,31,5,26,0
24024,7034,Nay,59,34,23,2
24025,7034,Not Voting,11,3,8,0
24026,7035,Yea,32,6,26,0
24027,7035,Nay,57,31,24,2
24028,7035,Not Voting,12,5,7,0
24029,7036,Yea,29,18,11,0
24030,7036,Nay,56,19,36,1
24031,7036,Not Voting,16,5,10,1
24032,7037,Yea,82,35,46,1
24033,7037,Not Voting,19,7,11,1
24034,7038,Yea,18,3,15,0
24035,7038,Nay,61,31,29,1
24036,7038,Not Voting,22,8,13,1
24037,7039,Yea,35,5,30,0
24038,7039,Nay,54,33,19,2
24039,7039,Not Voting,12,4,8,0
24040,7040,Yea,44,5,39,0
24041,7040,Nay,46,33,11,2
24042,7040,Not Voting,11,4,7,0
24043,7041,Yea,24,9,14,1
24044,7041,Nay,54,20,33,1
24045,7041,Present,8,7,1,0
24046,7041,Not Voting,15,6,9,0
24047,7042,Yea,58,24,33,1
24048,7042,Nay,19,5,14,0
24049,7042,Present,8,7,1,0
24050,7042,Not Voting,16,6,9,1
24051,7043,Yea,38,8,30,0
24052,7043,Nay,23,16,6,1
24053,7043,Not Voting,40,18,21,1
24054,7044,Yea,28,6,22,0
24055,7044,Nay,30,16,13,1
24056,7044,Not Voting,43,20,22,1
24057,7045,Yea,10,4,6,0
24058,7045,Nay,76,32,42,2
24059,7045,Not Voting,15,6,9,0
24060,7046,Yea,37,6,31,0
24061,7046,Nay,49,30,17,2
24062,7046,Not Voting,15,6,9,0
24063,7047,Yea,40,18,22,0
24064,7047,Nay,50,21,27,2
24065,7047,Not Voting,11,3,8,0
24066,7048,Yea,47,17,30,0
24067,7048,Nay,43,22,19,2
24068,7048,Not Voting,11,3,8,0
24069,7049,Yea,45,8,37,0
24070,7049,Nay,46,31,13,2
24071,7049,Not Voting,10,3,7,0
24072,7050,Yea,48,15,32,1
24073,7050,Nay,43,24,18,1
